ID	Gene.symbol	Gene.title	log2(fold change)(Stg1-Tumor vs Stg1-Normal)	-log10(Pvalue)(Stg1-Tumor vs Stg1-Normal)
212175_s_at	AK2	adenylate kinase 2	-0.796	3.604
212181_s_at	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4	-1.382	4.815
212183_at	NUDT4P1///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4	-1.413	3.039
212185_x_at	MT2A	metallothionein 2A	-1.995	4.967
212187_x_at	PTGDS	prostaglandin D2 synthase	-3.083	5.967
212201_at	ANKLE2	ankyrin repeat and LEM domain containing 2	0.981	2.7
212202_s_at	TMEM87A	transmembrane protein 87A	1.486	4.758
212203_x_at	IFITM3	interferon induced transmembrane protein 3	1.337	5.791
212204_at	TMEM87A	transmembrane protein 87A	1.085	5.705
212222_at	PSME4	proteasome activator subunit 4	-0.557	2.481
212224_at	ALDH1A1	aldehyde dehydrogenase 1 family member A1	0.9	2.668
212225_at	EIF1	eukaryotic translation initiation factor 1	1.682	2.109
212229_s_at	FBXO21	F-box protein 21	-0.81	3.729
212230_at	PLPP3	phospholipid phosphatase 3	1.13	2.298
212231_at	FBXO21	F-box protein 21	-1.052	3.734
212232_at	FNBP4	formin binding protein 4	0.622	3.037
212233_at	MAP1B	microtubule associated protein 1B	0.838	2.354
212235_at	PLXND1	plexin D1	3.141	2.017
212243_at	GCOM1///POLR2M	GRINL1A complex locus 1///RNA polymerase II subunit M	0.645	2.225
212245_at	MCFD2	multiple coagulation factor deficiency 2	0.49	2.538
212250_at	MTDH	metadherin	1.137	3.232
212262_at	QKI	QKI, KH domain containing RNA binding	0.767	2.233
212264_s_at	WAPL	WAPL cohesin release factor	0.881	3.343
212268_at	SERPINB1	serpin family B member 1	0.768	2.834
212271_at	MAPK1	mitogen-activated protein kinase 1	1.006	4.969
212276_at	LPIN1	lipin 1	-0.72	2.831
212277_at	MTMR4	myotubularin related protein 4	-0.778	3.315
212290_at	SLC7A1	solute carrier family 7 member 1	-0.91	2.294
212297_at	ATP13A3	ATPase 13A3	0.78	2.53
212298_at	NRP1	neuropilin 1	2.385	7.328
212307_s_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	1.012	2.125
212311_at	SEL1L3	SEL1L family member 3	1.866	5.003
212314_at	SEL1L3	SEL1L family member 3	2.07	6.55
212317_at	TNPO3	transportin 3	-0.714	4.207
212318_at	TNPO3	transportin 3	-0.926	4.449
212319_at	SGSM2	small G protein signaling modulator 2	-0.796	4.027
212320_at	TUBB	tubulin beta class I	0.678	2.69
212329_at	SCAP	SREBF chaperone	-1.166	6.707
212333_at	FAM98A	family with sequence similarity 98 member A	-0.69	2.861
212336_at	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.756	2.737
212339_at	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.623	2.084
212346_s_at	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4	-0.844	2.294
212350_at	TBC1D1	TBC1 domain family member 1	-0.89	5.228
212352_s_at	TMED10	transmembrane p24 trafficking protein 10	0.502	2.281
212354_at	SULF1	sulfatase 1	0.994	2.269
212361_s_at	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	0.479	1.995
212364_at	MYO1B	myosin IB	0.907	2.857
212365_at	MYO1B	myosin IB	0.854	2.45
212366_at	ZNF292	zinc finger protein 292	1.216	3.125
212368_at	ZNF292	zinc finger protein 292	0.811	2.239
212371_at	DESI2	desumoylating isopeptidase 2	0.666	4.752
212372_at	MYH10	myosin, heavy chain 10, non-muscle	-1.207	4.954
212373_at	FEM1B	fem-1 homolog B	1.074	2.491
212376_s_at	EP400	E1A binding protein p400	1.3	3.35
212377_s_at	NOTCH2	notch 2	0.738	4.69
212382_at	TCF4	transcription factor 4	1.781	5.135
212383_at	ATP6V0A1	ATPase H+ transporting V0 subunit a1	-0.506	2.263
212385_at	TCF4	transcription factor 4	3.098	4.525
212386_at	TCF4	transcription factor 4	1.981	5.347
212387_at	TCF4	transcription factor 4	1.889	4.892
212395_s_at	EMC1	ER membrane protein complex subunit 1	-0.74	2.647
212396_s_at	EMC1	ER membrane protein complex subunit 1	2.796	4.026
212400_at	FAM102A	family with sequence similarity 102 member A	-0.915	2.345
212402_at	ZC3H13	zinc finger CCCH-type containing 13	0.678	3.234
212408_at	TOR1AIP1	torsin 1A interacting protein 1	0.776	3.403
212418_at	ELF1	E74 like ETS transcription factor 1	1.757	3.97
212429_s_at	GTF3C2	general transcription factor IIIC subunit 2	-0.416	2.537
212430_at	RBM38	RNA binding motif protein 38	-0.725	2.07
212433_x_at	SNORA64///RPS2	small nucleolar RNA, H/ACA box 64///ribosomal protein S2	0.875	4.922
212434_at	GRPEL1	GrpE like 1, mitochondrial	-0.502	2.265
212439_at	IP6K1	inositol hexakisphosphate kinase 1	-0.906	3.896
212441_at	KIAA0232	KIAA0232	-0.522	2.567
212444_at	GPRC5A	G protein-coupled receptor class C group 5 member A	-2.109	2.507
212445_s_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-0.927	4.006
212448_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-1.969	5.881
212450_at	SECISBP2L	SECIS binding protein 2 like	-0.495	2.2
212454_x_at	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	0.618	2.545
212455_at	YTHDC1	YTH domain containing 1	0.433	2.099
212456_at	CLUH	clustered mitochondria homolog	-1.433	7.354
212458_at	SPRED2	sprouty related EVH1 domain containing 2	1.103	3.899
212459_x_at	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	-1.167	5.349
212464_s_at	FN1	fibronectin 1	2.592	5.682
212465_at	SETD3	SET domain containing 3	-0.743	2.416
212470_at	SPAG9	sperm associated antigen 9	0.651	3.23
212472_at	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	0.668	2.154
212473_s_at	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	1.184	2.947
212476_at	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	1.021	2.696
212484_at	FAM89B	family with sequence similarity 89 member B	1.78	2.039
212487_at	GPATCH8	G-patch domain containing 8	-0.892	3.427
212501_at	CEBPB	CCAAT/enhancer binding protein beta	1.212	3.364
212510_at	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	-1.583	6.201
212513_s_at	USP33	ubiquitin specific peptidase 33	0.46	2.26
212517_at	ATRN	attractin	-0.723	3.754
212530_at	NEK7	NIMA related kinase 7	0.721	3.366
212535_at	MEF2A	myocyte enhancer factor 2A	0.64	2.48
212538_at	DOCK9	dedicator of cytokinesis 9	1.731	2.562
212546_s_at	FRYL	FRY like transcription coactivator	1.202	4.048
212548_s_at	FRYL	FRY like transcription coactivator	0.673	3.248
212552_at	HPCAL1	hippocalcin like 1	2.011	7.978
212558_at	SPRY1	sprouty RTK signaling antagonist 1	1.781	3.359
212559_at	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	-0.71	2.153
212561_at	DENND5A	DENN domain containing 5A	1.076	5.329
212566_at	MAP4	microtubule associated protein 4	-0.653	3.206
212577_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	0.96	3.044
212579_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	1.117	3.015
212586_at	CAST	calpastatin	0.687	3.02
212587_s_at	PTPRC	protein tyrosine phosphatase, receptor type C	2.673	7.233
212588_at	PTPRC	protein tyrosine phosphatase, receptor type C	2.696	5.824
212589_at	RRAS2	related RAS viral (r-ras) oncogene homolog 2	-0.632	2.008
212597_s_at	HMGXB4	HMG-box containing 4	1.088	3.093
212602_at	WDFY3	WD repeat and FYVE domain containing 3	-0.535	2.069
212605_s_at	NUDT3	nudix hydrolase 3	-1.162	4.113
212610_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11	0.474	2.366
212613_at	BTN3A2	butyrophilin subfamily 3 member A2	3.429	2.382
212621_at	NEMP1	nuclear envelope integral membrane protein 1	0.775	2.184
212625_at	STX10	syntaxin 10	-0.626	2.428
212627_s_at	EXOSC7	exosome component 7	-1.107	4.242
212628_at	PKN2	protein kinase N2	0.567	3.153
212636_at	QKI	QKI, KH domain containing RNA binding	1.004	4.294
212639_x_at	TUBA1B	tubulin alpha 1b	1.108	5.158
212643_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	-0.764	2.686
212644_s_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	-0.721	2.213
212646_at	RFTN1	raftlin, lipid raft linker 1	1.35	4.69
212647_at	RRAS	related RAS viral (r-ras) oncogene homolog	1.738	2.499
212653_s_at	EHBP1	EH domain binding protein 1	0.649	2.569
212656_at	TSFM	Ts translation elongation factor, mitochondrial	-0.988	3.243
212663_at	FKBP15	FK506 binding protein 15	0.454	2.547
212666_at	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	1.042	3.83
212667_at	SPARC	secreted protein acidic and cysteine rich	1.835	5.214
212669_at	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	-0.551	2.581
212671_s_at	LOC100509457///HLA-DQA2///HLA-DQA1	HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 2///major histocompatibility complex, class II, DQ alpha 1	3.404	6.114
212672_at	ATM	ATM serine/threonine kinase	1.151	2.314
212674_s_at	DHX30	DEAH-box helicase 30	-0.401	2.006
212681_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-1.001	2.367
212683_at	SLC25A44	solute carrier family 25 member 44	-0.855	4.175
212686_at	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	-2.141	5.886
212687_at	LIMS4///LIMS3///LIMS1	LIM zinc finger domain containing 4///LIM zinc finger domain containing 3///LIM zinc finger domain containing 1	0.957	3.81
212689_s_at	KDM3A	lysine demethylase 3A	1.57	5.88
212694_s_at	PCCB	propionyl-CoA carboxylase beta subunit	-2.068	9.006
212698_s_at	SEPT10	septin 10	0.951	2.583
212699_at	SCAMP5	secretory carrier membrane protein 5	-0.696	3.581
212701_at	TLN2	talin 2	-1.64	5.342
212703_at	TLN2	talin 2	-1.448	4.33
212711_at	CAMSAP1	calmodulin regulated spectrin associated protein 1	0.69	2.407
212712_at	CAMSAP1	calmodulin regulated spectrin associated protein 1	0.583	2.481
212720_at	PAPOLA	poly(A) polymerase alpha	1.386	3.228
212721_at	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	0.471	2.18
212724_at	RND3	Rho family GTPase 3	0.955	3.612
212725_s_at	TUG1	taurine up-regulated 1 (non-protein coding)	0.499	3.6
212730_at	SYNM	synemin	0.925	2.847
212731_at	ANKRD46	ankyrin repeat domain 46	-1.112	4.271
212737_at	GM2A	GM2 ganglioside activator	1.156	3.398
212741_at	MAOA	monoamine oxidase A	-1.216	2.723
212746_s_at	CEP170P1///CEP170	centrosomal protein 170 pseudogene 1///centrosomal protein 170	2.58	5.397
212750_at	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	-1.753	2.356
212755_at	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	1.98	2.073
212757_s_at	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	-0.914	4.605
212758_s_at	ZEB1	zinc finger E-box binding homeobox 1	1.032	2.75
212764_at	ZEB1	zinc finger E-box binding homeobox 1	1.457	3.356
212768_s_at	OLFM4	olfactomedin 4	-2.197	2.42
212771_at	FAM171A1	family with sequence similarity 171 member A1	-1.713	6.905
212788_x_at	FTL	ferritin light chain	-0.724	4.207
212792_at	DPY19L1	dpy-19 like 1	1.677	5.345
212796_s_at	TBC1D2B	TBC1 domain family member 2B	0.923	3.42
212805_at	PRUNE2	prune homolog 2	1.026	2.544
212806_at	PRUNE2	prune homolog 2	1.724	3.661
212810_s_at	SLC1A4	solute carrier family 1 member 4	1.751	3.703
212811_x_at	SLC1A4	solute carrier family 1 member 4	1.308	2.874
212814_at	AHCYL2	adenosylhomocysteinase like 2	-1.286	3.427
212815_at	ASCC3	activating signal cointegrator 1 complex subunit 3	1.3	4.665
212817_at	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	-0.962	3.623
212818_s_at	ASB1	ankyrin repeat and SOCS box containing 1	-0.624	3.053
212821_at	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	-1.893	4.349
212823_s_at	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	-0.959	2.125
212838_at	DNMBP	dynamin binding protein	-0.741	2.739
212851_at	DCUN1D4	defective in cullin neddylation 1 domain containing 4	0.85	2.266
212853_at	DCUN1D4	defective in cullin neddylation 1 domain containing 4	2.077	2.443
212855_at	DCUN1D4	defective in cullin neddylation 1 domain containing 4	1.202	3.393
212856_at	GRAMD4	GRAM domain containing 4	1.131	2.03
212859_x_at	MT1E	metallothionein 1E	-2.118	4.092
212862_at	CDS2	CDP-diacylglycerol synthase 2	1.28	3.771
212873_at	ARHGAP45	Rho GTPase activating protein 45	2.639	5.005
212875_s_at	C2CD2	C2 calcium dependent domain containing 2	0.679	2.045
212883_at			-1.488	2.007
212884_x_at	APOE	apolipoprotein E	-1.764	4.472
212887_at	SEC23A	Sec23 homolog A, coat complex II component	0.767	2.269
212890_at	SLC38A10	solute carrier family 38 member 10	-0.655	3.163
212899_at	CDK19	cyclin dependent kinase 19	1.632	5.955
212906_at	GRAMD1B	GRAM domain containing 1B	-1.763	7.593
212911_at	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	-0.608	2.545
212917_x_at	RECQL	RecQ like helicase	1.109	3.989
212918_at	RECQL	RecQ like helicase	1.796	5.375
212919_at	DCP2	decapping mRNA 2	0.687	2.914
212922_s_at	SMYD2	SET and MYND domain containing 2	1.236	5.063
212932_at	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	1.654	3.769
212936_at	FAM172A	family with sequence similarity 172 member A	0.935	3.64
212944_at	SLC5A3	solute carrier family 5 member 3	-1.02	2.018
212946_at	VWA8	von Willebrand factor A domain containing 8	-0.929	4.902
212952_at			-1.067	2.377
212956_at	TBC1D9	TBC1 domain family member 9	-0.509	2.025
212959_s_at	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	0.739	2.429
212967_x_at	NAP1L1	nucleosome assembly protein 1 like 1	0.811	4.801
212969_x_at	EML3	echinoderm microtubule associated protein like 3	1.188	3.637
212977_at	ACKR3	atypical chemokine receptor 3	1.938	4.269
212982_at	ZDHHC17	zinc finger DHHC-type containing 17	0.63	2.668
212987_at	FBXO9	F-box protein 9	-0.605	2.488
212991_at	FBXO9	F-box protein 9	-0.768	2.354
212992_at	AHNAK2	AHNAK nucleoprotein 2	3.912	4.743
212997_s_at	TLK2	tousled like kinase 2	0.704	2.003
212998_x_at	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1	3.496	6.039
213000_at	MORC3	MORC family CW-type zinc finger 3	0.791	2.396
213001_at	ANGPTL2	angiopoietin like 2	1.093	2.428
213002_at	MARCKS	myristoylated alanine rich protein kinase C substrate	0.64	2.38
213010_at	PRKCDBP	protein kinase C delta binding protein	1.945	6.359
213011_s_at	TPI1	triosephosphate isomerase 1	0.746	4.301
213015_at	BBX	BBX, HMG-box containing	-0.786	3.695
213026_at	ATG12	autophagy related 12	0.77	2.456
213033_s_at	NFIB	nuclear factor I B	1.795	2.283
213034_at	SIK3	SIK family kinase 3	-0.879	5.31
213037_x_at	STAU1	staufen double-stranded RNA binding protein 1	-0.938	5.315
213038_at	RNF19B	ring finger protein 19B	1.08	2.427
213039_at	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	-0.925	4.898
213044_at	ROCK1	Rho associated coiled-coil containing protein kinase 1	0.789	3.595
213047_x_at	SETSIP///SET	SET-like protein///SET nuclear proto-oncogene	0.464	2.495
213050_at	COBL	cordon-bleu WH2 repeat protein	-1.341	4.878
213061_s_at	NTAN1	N-terminal asparagine amidase	0.957	3.664
213065_at	ZFC3H1	zinc finger C3H1-type containing	0.742	3.811
213067_at	MYH10	myosin, heavy chain 10, non-muscle	-1.181	3.746
213068_at	DPT	dermatopontin	-1.946	2.337
213072_at	CYHR1	cysteine and histidine rich 1	-0.819	2.261
213075_at	OLFML2A	olfactomedin like 2A	1.789	2.714
213078_x_at	LPCAT4	lysophosphatidylcholine acyltransferase 4	0.768	2.211
213085_s_at	WWC1	WW and C2 domain containing 1	-1.139	5.393
213086_s_at	CSNK1A1	casein kinase 1 alpha 1	0.581	2.305
213093_at	PRKCA	protein kinase C alpha	-1.146	3.142
213094_at	ADGRG6	adhesion G protein-coupled receptor G6	1.711	3.987
213100_at	UNC5B	unc-5 netrin receptor B	1.8	3.744
213101_s_at	ACTR3	ARP3 actin related protein 3 homolog	0.883	6.794
213102_at	ACTR3	ARP3 actin related protein 3 homolog	0.785	4.339
213107_at	TNIK	TRAF2 and NCK interacting kinase	0.806	2.693
213110_s_at	COL4A5	collagen type IV alpha 5 chain	-2.455	4.616
213122_at	TSPYL5	TSPY like 5	-1.42	3.374
213123_at	MFAP3	microfibrillar associated protein 3	1.228	5.448
213125_at	OLFML2B	olfactomedin like 2B	1.721	4.076
213126_at	MED8	mediator complex subunit 8	2.401	2.663
213127_s_at	MED8	mediator complex subunit 8	-0.518	2.045
213129_s_at	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H	-1.107	3.705
213135_at	TIAM1	T-cell lymphoma invasion and metastasis 1	0.721	2.079
213140_s_at	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	-0.581	2.084
213142_x_at	GSAP	gamma-secretase activating protein	0.902	4.646
213151_s_at	SEPT7	septin 7	0.852	4.864
213152_s_at	SRSF8	serine and arginine rich splicing factor 8	0.726	2.619
213160_at	DOCK2	dedicator of cytokinesis 2	3.738	5.407
213168_at	SP3	Sp3 transcription factor	0.91	4.259
213169_at	SEMA5A	semaphorin 5A	-1.15	3.878
213181_s_at	MOCS1	molybdenum cofactor synthesis 1	-1.646	3.1
213182_x_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-1.764	4.252
213183_s_at			-1.357	3.769
213185_at	KIAA0556	KIAA0556	-0.643	3.229
213187_x_at	FTL	ferritin light chain	-0.819	2.829
213188_s_at	MINA	MYC induced nuclear antigen	-1.043	4.562
213189_at	MINA	MYC induced nuclear antigen	-1.29	4.302
213193_x_at	TRBC1	T cell receptor beta constant 1	1.68	2.579
213198_at	ACVR1B	activin A receptor type 1B	-1.073	6.638
213215_at	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit	-0.607	2.131
213217_at	ADCY2	adenylate cyclase 2	2.377	3.373
213221_s_at	SIK2	salt inducible kinase 2	-0.913	2.163
213222_at	PLCB1	phospholipase C beta 1	1.163	2.774
213226_at	CCNA2	cyclin A2	1.692	2.136
213228_at	PDE8B	phosphodiesterase 8B	-1.206	3.286
213237_at	KNOP1	lysine rich nucleolar protein 1	1.441	2.805
213241_at	PLXNC1	plexin C1	1.12	2.403
213242_x_at	CEP170B	centrosomal protein 170B	-0.768	3.223
213244_at	SCAMP4	secretory carrier membrane protein 4	-1.116	3.111
213260_at	FOXC1	forkhead box C1	-1.184	3.7
213261_at	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	0.725	2.452
213262_at	SACS	sacsin molecular chaperone	1.436	3.546
213263_s_at	PCBP2	poly(rC) binding protein 2	-0.78	2.139
213264_at	PCBP2	poly(rC) binding protein 2	-1.05	3.331
213269_at	ZNF248	zinc finger protein 248	1.209	3.199
213275_x_at	CTSB	cathepsin B	-1.441	4.313
213276_at	CAMK2B	calcium/calmodulin dependent protein kinase II beta	-1.481	3.907
213279_at	DHRS1	dehydrogenase/reductase 1	-0.638	2.564
213280_at	RAP1GAP2	RAP1 GTPase activating protein 2	-1.162	2.791
213285_at	TMEM30B	transmembrane protein 30B	-2.622	6.613
213288_at	MBOAT2	membrane bound O-acyltransferase domain containing 2	-1.042	4.736
213293_s_at	TRIM22	tripartite motif containing 22	2.218	7.329
213294_at	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	0.408	2.042
213302_at	PFAS	phosphoribosylformylglycinamidine synthase	-1.375	3.64
213311_s_at	TCF25	transcription factor 25	-0.827	2.935
213317_at	CLIC5	chloride intracellular channel 5	-3.98	6.987
213328_at	NEK1	NIMA related kinase 1	-0.443	2.284
213332_at	PAPPA2	pappalysin 2	-1.133	3.68
213341_at	FEM1C	fem-1 homolog C	1.238	4.858
213343_s_at	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	1.644	2.223
213348_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-1.587	5.879
213349_at	TMCC1	transmembrane and coiled-coil domain family 1	2.708	8.464
213351_s_at	TMCC1	transmembrane and coiled-coil domain family 1	3.346	4.63
213352_at	TMCC1	transmembrane and coiled-coil domain family 1	1.991	4.77
213358_at	MTCL1	microtubule crosslinking factor 1	1.73	5.263
213359_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	1.542	3.309
213361_at	TDRD7	tudor domain containing 7	0.915	3.674
213366_x_at	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	-0.872	7.164
213374_x_at	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	-1.351	4.018
213375_s_at	N4BP2L1	NEDD4 binding protein 2 like 1	1.656	6.004
213376_at	ZBTB1	zinc finger and BTB domain containing 1	1.28	3.627
213378_s_at	LOC642846///DDX12P///DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H-box helicase 12, pseudogene///DEAD/H-box helicase 11	0.56	2.18
213380_x_at	LOC102724562///MST1L///MST1P2///MST1	macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1	-1.419	3.595
213382_at	MST1L	macrophage stimulating 1 like	-2.064	2.351
213383_at	SBF1	SET binding factor 1	-0.715	2.418
213385_at	CHN2	chimerin 2	-1.654	4.156
213388_at	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein	-0.88	3.581
