ID	Gene.symbol	Gene.title	log2(fold change)(TX vs NR)	-log10(Pvalue)(TX vs NR)
41307_at	LINC01481	long intergenic non-protein coding RNA 1481	-0.536	3.951
41308_at	CTBP1	C-terminal binding protein 1	1.476	3.547
41311_f_at	NR2F6	nuclear receptor subfamily 2 group F member 6	-0.423	3.423
41312_r_at	NR2F6	nuclear receptor subfamily 2 group F member 6	-0.516	5.55
41315_at	SAFB	scaffold attachment factor B	-0.404	3.424
41316_s_at	SAFB	scaffold attachment factor B	0.719	4.799
41317_at	RAP2A	RAP2A, member of RAS oncogene family	0.54	3.246
41320_s_at	LRRFIP1	LRR binding FLII interacting protein 1	1.73	2.942
41321_s_at	RMND5B	required for meiotic nuclear division 5 homolog B	-0.4	2.91
41322_s_at	NHP2	NHP2 ribonucleoprotein	0.62	2.888
41324_g_at	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2	-0.407	3.515
41325_at	KCNK3	potassium two pore domain channel subfamily K member 3	-0.781	2.531
41329_at	SCYL3	SCY1 like pseudokinase 3	0.481	3.603
41333_at	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	0.805	2.39
41334_r_at	MTDH	metadherin	-1.044	2.363
41335_at	NSL1	NSL1, MIS12 kinetochore complex component	1.41	5.997
41337_at	AES	amino-terminal enhancer of split	0.58	4.432
41338_at	AES	amino-terminal enhancer of split	0.805	2.296
41339_at	UBE4B	ubiquitination factor E4B	-0.621	1.752
41340_at	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	-0.745	2.445
41342_at	RANBP1	RAN binding protein 1	0.545	2.394
41347_at	IRX5	iroquois homeobox 5	-0.41	4.971
41348_at	IRX5	iroquois homeobox 5	-0.415	4.016
41350_at	COL6A1	collagen type VI alpha 1 chain	-0.475	3.351
41351_at	COL6A1	collagen type VI alpha 1 chain	-0.288	1.78
41356_at	BCL11A	B-cell CLL/lymphoma 11A	-0.306	1.701
41357_at	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	-0.8	2.934
41361_at	CNOT8	CCR4-NOT transcription complex subunit 8	-0.387	2.728
41365_at	MUC5B	mucin 5B, oligomeric mucus/gel-forming	-0.302	2.219
41366_at	R3HDM2	R3H domain containing 2	1.474	11.944
41368_at	SLC13A3	solute carrier family 13 member 3	1.006	2.121
41369_at	PNLIP	pancreatic lipase	-0.813	3.735
41370_at	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	0.315	1.808
41372_at	ATG14	autophagy related 14	0.617	5.42
41373_s_at	MAP1B	microtubule associated protein 1B	-0.528	2.308
41374_at	RPS6KB2	ribosomal protein S6 kinase B2	-0.463	3.926
41379_at	SMC5	structural maintenance of chromosomes 5	0.764	4.549
41381_at	CHD9	chromodomain helicase DNA binding protein 9	0.931	3.647
41382_at	DMBT1	deleted in malignant brain tumors 1	-0.484	2.818
41383_at	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	-0.506	2.799
41385_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	0.648	3.637
41391_at	NOP14-AS1	NOP14 antisense RNA 1	-0.75	4.752
41394_at	PLD2	phospholipase D2	-0.232	1.843
41396_at	CLIP2	CAP-Gly domain containing linker protein 2	-0.599	4.498
41400_at	TK1	thymidine kinase 1	-0.332	1.774
41402_at	PARM1	prostate androgen-regulated mucin-like protein 1	0.791	4.812
41403_at	SNRPF	small nuclear ribonucleoprotein polypeptide F	0.556	1.86
41404_at	RPS6KA4	ribosomal protein S6 kinase A4	-0.481	5.265
41411_at	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1.134	5.62
41414_at	RHBDD3	rhomboid domain containing 3	-0.318	3.792
41419_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	1.244	3.887
41421_at	CAMTA2	calmodulin binding transcription activator 2	0.543	2.695
41422_at	DPYS	dihydropyrimidinase	0.872	1.683
41423_at	CLSTN3	calsyntenin 3	0.326	1.716
41427_at			-0.362	2.781
41431_at	ICK	intestinal cell (MAK-like) kinase	0.388	2.269
41434_at	USP46	ubiquitin specific peptidase 46	0.533	3.816
41436_at	ZMYM2	zinc finger MYM-type containing 2	1.379	6.209
41437_at	TMEM251	transmembrane protein 251	0.924	6.609
41438_at	OSBPL8	oxysterol binding protein like 8	0.991	3.364
41439_at	MYO1B	myosin IB	0.97	4.738
41444_at	MAP2K7	mitogen-activated protein kinase kinase 7	-0.433	2.819
41445_at	TGFB1	transforming growth factor beta 1	-0.437	3.963
41450_at	SAR1A	secretion associated Ras related GTPase 1A	-0.75	3.525
41451_s_at	SAR1A	secretion associated Ras related GTPase 1A	0.453	2.909
41453_at	DLG3	discs large MAGUK scaffold protein 3	-0.321	2.523
41454_at	HEBP2	heme binding protein 2	0.802	3.4
41456_at	GATB	glutamyl-tRNA amidotransferase subunit B	-0.305	2.773
41457_at	FAM179B	family with sequence similarity 179 member B	0.562	4.757
41458_at	SZT2	seizure threshold 2 homolog (mouse)	-0.461	4.983
41461_at	PMS1	PMS1 homolog 1, mismatch repair system component	0.406	2.657
41462_at	SNX2	sorting nexin 2	1.226	4.68
41464_at	SETD1A	SET domain containing 1A	-0.403	2.109
41465_at	ZNF148	zinc finger protein 148	0.41	1.679
41466_s_at	ZNF148	zinc finger protein 148	1.022	6.35
41467_at	MSH5-SAPCD1///SAPCD1///MSH5	MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1///mutS homolog 5	-0.495	3.684
41473_at	EPHX2	epoxide hydrolase 2	0.735	1.854
41476_at	GNA11	G protein subunit alpha 11	0.634	5.891
41478_at	TTC28	tetratricopeptide repeat domain 28	0.274	1.995
41479_s_at	RAD51C	RAD51 paralog C	0.399	2.879
41480_at	RAD51C	RAD51 paralog C	-0.785	3.314
41481_at	ITGA2	integrin subunit alpha 2	0.623	3.169
41482_at	GFER	growth factor, augmenter of liver regeneration	-0.428	3.061
41483_s_at	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	1.321	5.047
41484_r_at	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	-0.506	4.293
41486_at	RASSF8	Ras association domain family member 8	-1.039	5.422
41487_at	RASSF8	Ras association domain family member 8	-0.709	1.806
41488_at	LYRM1	LYR motif containing 1	1.049	6.01
41491_s_at	ATP11A	ATPase phospholipid transporting 11A	-0.35	2.82
41492_r_at	ATP11A	ATPase phospholipid transporting 11A	-1.016	6.41
41495_at	CREBZF	CREB/ATF bZIP transcription factor	1.361	6.557
41497_at	CDKN2D	cyclin dependent kinase inhibitor 2D	-0.622	3.762
41498_at	CLSTN1	calsyntenin 1	0.919	5.022
414_at	HOXD10	homeobox D10	-0.803	7.421
41501_at	HIPK3	homeodomain interacting protein kinase 3	-0.343	3.589
41503_at	ZHX2	zinc fingers and homeoboxes 2	0.529	4.83
41504_s_at	MAF	MAF bZIP transcription factor	1.876	6.101
41507_at	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1	-0.511	3.447
41508_at	EGR4	early growth response 4	-0.292	1.727
41510_s_at	HSPA9	heat shock protein family A (Hsp70) member 9	0.451	2.171
41513_s_at	OAZ3	ornithine decarboxylase antizyme 3	-0.438	2.692
41515_at	RBBP7	RB binding protein 7, chromatin remodeling factor	-0.365	2.48
41517_g_at	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)	-0.404	3.161
41518_at			-0.603	3.123
41521_at	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	-0.395	4.5
41522_at	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	-0.247	2.234
41524_at	INPP1	inositol polyphosphate-1-phosphatase	0.727	4.822
41525_at	HMG20B	high mobility group 20B	-0.311	2.033
41527_f_at	FAM168B	family with sequence similarity 168 member B	-0.598	2.52
41529_g_at	FAM168B	family with sequence similarity 168 member B	1.14	7.091
41534_at	PCDH7	protocadherin 7	-0.455	2.531
41535_at	CDK2AP1	cyclin dependent kinase 2 associated protein 1	1.579	4.722
41536_at	ID4	inhibitor of DNA binding 4, HLH protein	0.562	2.454
41537_r_at	NFIX	nuclear factor I X	-0.677	2.275
41538_r_at	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	-0.604	2.51
41540_at	PPP1R7	protein phosphatase 1 regulatory subunit 7	0.386	3.312
41541_at	GUK1	guanylate kinase 1	-0.789	5.46
41542_at	ZFAND5	zinc finger AN1-type containing 5	1.159	3.269
41543_at	AFF3	AF4/FMR2 family member 3	-0.421	2.522
41547_at	BUB3	BUB3, mitotic checkpoint protein	0.65	3.177
41551_at	RER1	retention in endoplasmic reticulum sorting receptor 1	0.339	1.949
41552_g_at	RER1	retention in endoplasmic reticulum sorting receptor 1	0.674	5.242
41555_at	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	-0.392	2.036
41556_s_at	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	-0.337	1.956
41557_at	SKIV2L2	Ski2 like RNA helicase 2	0.627	2.523
41558_s_at	GRAMD1B	GRAM domain containing 1B	-0.818	6.296
41560_at	PDCD2	programmed cell death 2	-0.72	3.619
41562_at	COMMD3-BMI1///BMI1	COMMD3-BMI1 readthrough///BMI1 proto-oncogene, polycomb ring finger	0.592	4.152
41564_at	TRPM1	transient receptor potential cation channel subfamily M member 1	-0.655	5.014
41565_at	ATXN2L	ataxin 2 like	-0.433	4.082
41566_at	TCF15	transcription factor 15 (basic helix-loop-helix)	-0.544	2.812
41567_at	TCF15	transcription factor 15 (basic helix-loop-helix)	-0.511	4.188
41573_at	SP3	Sp3 transcription factor	1.271	4.927
41574_at	PNN	pinin, desmosome associated protein	0.674	2.92
41576_at			-0.309	1.682
41578_at	NHLH2	nescient helix-loop-helix 2	-0.468	2.923
41584_at	RPS10-NUDT3///NUDT3	RPS10-NUDT3 readthrough///nudix hydrolase 3	-0.317	2.979
41585_at	SEL1L3	SEL1L family member 3	0.712	2.966
41586_at	FGF18	fibroblast growth factor 18	-0.706	5.575
41588_at	FGF18	fibroblast growth factor 18	-0.693	2.824
41592_at	SOCS1	suppressor of cytokine signaling 1	-0.352	2.411
41593_at	SOCS1	suppressor of cytokine signaling 1	-0.474	3.925
41594_at	JAK1	Janus kinase 1	0.68	3.044
41596_s_at	NAGLU	N-acetyl-alpha-glucosaminidase	0.639	4.618
41597_s_at	LOC102724364///LOC100996517///SEC22B	vesicle-trafficking protein SEC22b-like///vesicle-trafficking protein SEC22b///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	1.087	5.474
415_at	CRKL	CRK like proto-oncogene, adaptor protein	-0.292	1.871
41602_at	HPCA	hippocalcin	-0.516	3.435
41603_at	TBL3	transducin beta like 3	-0.398	4.605
41604_at	ANKRD46	ankyrin repeat domain 46	1.372	8.62
41605_at	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	-0.332	1.673
41610_at	LAMA5	laminin subunit alpha 5	0.483	2.62
41612_at	ZNF264	zinc finger protein 264	0.267	2.071
41613_at	TECPR2	tectonin beta-propeller repeat containing 2	-0.612	5.672
41618_at	COL17A1	collagen type XVII alpha 1 chain	-0.897	2.201
41619_at	IRF6	interferon regulatory factor 6	-0.426	3.823
41624_r_at	FZR1	fizzy/cell division cycle 20 related 1	-0.739	3.306
41625_at	MED13	mediator complex subunit 13	0.972	4.128
41631_f_at	ZC2HC1A	zinc finger C2HC-type containing 1A	-0.583	2.129
41632_at	E2F3	E2F transcription factor 3	1.202	2.508
41633_at	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	0.398	2.968
41634_at	SECISBP2L	SECIS binding protein 2 like	1.003	5.652
41635_at	WTAP	Wilms tumor 1 associated protein	1.567	6.067
41636_at	RAB11FIP3	RAB11 family interacting protein 3	-0.596	3.164
41637_at	DEXI	Dexi homolog	0.554	4.36
41638_at	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	0.958	3.369
41642_at	LOC102725134	uncharacterized LOC102725134	1.186	6.391
41645_at	PLA2G6	phospholipase A2 group VI	-0.855	4.318
41646_at	TAOK3	TAO kinase 3	1.2	6.94
41648_at	CRAT	carnitine O-acetyltransferase	0.391	2.092
41649_at	FOXJ2	forkhead box J2	0.677	5.563
41651_at	KIAA1033	KIAA1033	1.435	9.352
41652_at	COL11A2	collagen type XI alpha 2 chain	-0.308	1.675
41654_at	ADA	adenosine deaminase	-0.417	2.93
41656_at	NMT2	N-myristoyltransferase 2	0.6	3.634
41658_at	CDC42EP2	CDC42 effector protein 2	-0.291	1.676
41660_at	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	0.376	2.668
41661_at			-0.476	2.228
41662_at	NECAP1	NECAP endocytosis associated 1	0.414	2.172
41665_at	PCF11	PCF11 cleavage and polyadenylation factor subunit	-0.817	3.219
41669_at	ZCCHC11	zinc finger CCHC-type containing 11	0.364	1.705
41671_at	EML1	echinoderm microtubule associated protein like 1	-0.682	1.842
41673_at	FGF12	fibroblast growth factor 12	-0.55	2.062
41674_at	FGF12	fibroblast growth factor 12	-0.283	2.223
41680_at	TTC39A	tetratricopeptide repeat domain 39A	-0.736	3.691
41682_s_at	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	0.646	4.552
41683_i_at	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	1.374	4.822
41685_at	FAM153A	family with sequence similarity 153 member A	0.543	1.759
41686_s_at	LOC102725213///LOC102724062///LOC101930363///LOC101928349///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC102724062///uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B	-0.275	1.878
41687_r_at			-0.833	2.089
41690_at	ARID5B	AT-rich interaction domain 5B	0.692	2.237
41692_at	SYNJ1	synaptojanin 1	1.213	4.35
41696_at	GGCT	gamma-glutamylcyclotransferase	0.339	1.987
416_s_at	HOXC5	homeobox C5	-0.647	4.091
41700_at	F2R	coagulation factor II thrombin receptor	1.875	3.988
41702_r_at	POLR3F	RNA polymerase III subunit F	-0.974	3.537
41704_at	TMEM151B	transmembrane protein 151B	-0.405	1.997
41705_at	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0.473	4.379
41709_at	PPFIBP2	PPFIA binding protein 2	0.351	2.631
41710_at	GSAP	gamma-secretase activating protein	0.764	3.541
41712_at	AQR	aquarius intron-binding spliceosomal factor	0.289	1.687
41713_at	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	1.178	5.36
41720_r_at	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1	-0.311	1.857
41721_at	KLK2	kallikrein related peptidase 2	-0.716	2.605
41722_at	NNT	nicotinamide nucleotide transhydrogenase	1.743	9.629
41723_s_at	LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 6 (pseudogene)///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1	0.826	1.671
41724_at	BCAP31	B-cell receptor-associated protein 31	0.544	2.059
41727_at	CNOT1	CCR4-NOT transcription complex subunit 1	0.253	1.687
41729_at	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	0.488	5.016
41733_at	SMG1P5///BOLA2///SMG1P2	SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///bolA family member 2///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2	1.367	3.846
41736_g_at	DENND3	DENN domain containing 3	-0.383	2.286
41737_at	SRRM1	serine and arginine repetitive matrix 1	1.203	7.264
41739_s_at	CALD1	caldesmon 1	1.203	5.119
41740_at	ARL3	ADP ribosylation factor like GTPase 3	-0.393	2.258
41741_at	RBM3	RNA binding motif (RNP1, RRM) protein 3	1.238	4.357
41742_s_at	OPTN	optineurin	0.833	4.687
41743_i_at	OPTN	optineurin	1.429	7.435
41744_at	OPTN	optineurin	0.604	4.66
41749_at	C21orf33	chromosome 21 open reading frame 33	-0.645	2.754
41751_at	PDIA6	protein disulfide isomerase family A member 6	-0.556	2.1
41754_at	LRPPRC	leucine rich pentatricopeptide repeat containing	0.841	3.886
41758_at	TMEM184B	transmembrane protein 184B	0.467	4.198
41761_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	0.731	4.642
41763_g_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	0.873	3.848
41767_r_at	GOLGA8A	golgin A8 family member A	0.737	2.852
41768_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.534	1.9
41770_at	MAOA	monoamine oxidase A	0.826	3.354
41771_g_at	MAOA	monoamine oxidase A	0.695	1.855
41772_at	MAOA	monoamine oxidase A	1.544	5.273
41774_at	ARL4D	ADP ribosylation factor like GTPase 4D	-0.619	1.804
41779_at	RGS16	regulator of G-protein signaling 16	-0.634	1.686
41780_at	PPFIA1	PTPRF interacting protein alpha 1	0.836	5.351
41782_g_at	PPFIA1	PTPRF interacting protein alpha 1	-0.54	2.426
41783_at	CRABP2	cellular retinoic acid binding protein 2	-0.278	2.428
41784_at	PNISR	PNN interacting serine and arginine rich protein	1.162	5.294
41786_at	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog	-0.591	5.498
41788_i_at	TSC22D2	TSC22 domain family member 2	1.528	4.431
41790_at	ALDH5A1	aldehyde dehydrogenase 5 family member A1	1.332	6.789
41792_at	ABCC8	ATP binding cassette subfamily C member 8	-0.545	2.863
41793_at	ABCC8	ATP binding cassette subfamily C member 8	-0.535	4.169
41794_at	PDE6H	phosphodiesterase 6H	-0.46	2.195
41795_at	NCK1	NCK adaptor protein 1	0.568	2.906
41797_at	PPIL6	peptidylprolyl isomerase like 6	-0.459	1.994
41798_at	SMPD2	sphingomyelin phosphodiesterase 2	-0.362	2.573
41800_s_at	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	0.552	3.081
41803_g_at	C11orf80	chromosome 11 open reading frame 80	-0.3	1.903
41808_at	DMTF1	cyclin D binding myb like transcription factor 1	0.6	2.918
41809_at	TMEM243	transmembrane protein 243	0.753	4.26
41811_f_at	PKI55	DKFZp434H1419	-0.485	1.843
41813_at	NUP210	nucleoporin 210	-0.319	2.039
41814_at	FUCA1	fucosidase, alpha-L- 1, tissue	0.85	4.393
41815_at	SYNE2	spectrin repeat containing nuclear envelope protein 2	0.895	2.821
41822_at	ZNF324	zinc finger protein 324	-0.569	4.592
41823_at	STAU1	staufen double-stranded RNA binding protein 1	0.575	1.907
41824_at	UTP18	UTP18, small subunit processome component	-0.334	1.941
41825_at	PINK1-AS	PINK1 antisense RNA	-0.672	6.497
41828_at	MBD1	methyl-CpG binding domain protein 1	-0.756	2.251
41829_at	LARP1	La ribonucleoprotein domain family member 1	-0.554	5.297
41832_s_at	JTB	jumping translocation breakpoint	-0.708	3.524
41834_g_at	JTB	jumping translocation breakpoint	0.786	6.19
41835_at	NOL4	nucleolar protein 4	-0.82	1.674
41837_at	C14orf132	chromosome 14 open reading frame 132	-0.334	2.633
41841_at	BRD3	bromodomain containing 3	0.395	2.82
41843_r_at	YIPF4	Yip1 domain family member 4	-0.677	3.142
41844_at	YIPF4	Yip1 domain family member 4	-0.319	3.855
41845_at	CRX	cone-rod homeobox	-0.359	2.228
41848_f_at	IL24	interleukin 24	-0.816	2.001
41851_at	CCDC85B	coiled-coil domain containing 85B	-0.445	2.044
41852_at	RLF	rearranged L-myc fusion	-0.366	1.785
41853_at	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	1.291	6.7
41855_at	HAT1	histone acetyltransferase 1	1.297	5.065
41856_at	UNC5B	unc-5 netrin receptor B	-0.474	4.366
41861_at	NOC2L	NOC2 like nucleolar associated transcriptional repressor	-0.702	3.48
41864_at	STX2	syntaxin 2	-0.273	2.69
41865_at	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	-0.397	1.828
41867_at	CREB3L1	cAMP responsive element binding protein 3 like 1	-0.597	5.211
41871_at	PDPN	podoplanin	-0.414	2.723
41872_at	DFNA5	DFNA5, deafness associated tumor suppressor	0.736	3.735
41873_at	FAM131B	family with sequence similarity 131 member B	-0.327	2.205
418_at	MKI67	marker of proliferation Ki-67	-0.78	3.587
423_at	EWSR1	EWS RNA binding protein 1	-0.334	2.043
424_s_at	FGFR1	fibroblast growth factor receptor 1	-0.423	3.189
427_f_at	IFNA10	interferon alpha 10	-0.315	1.924
430_at	PNP	purine nucleoside phosphorylase	0.734	2.362
433_at	TRAC///TRAJ17///TRAV20///TRDV2	T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2	-0.415	3.191
435_g_at	H1F0	H1 histone family member 0	-0.902	3.143
438_at	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	-0.785	5.402
441_s_at	LIF	leukemia inhibitory factor	-0.445	4.098
445_at	NKX3-1	NK3 homeobox 1	-0.464	2.808
450_g_at	CGRRF1	cell growth regulator with ring finger domain 1	0.615	3.381
451_at	ALK	anaplastic lymphoma receptor tyrosine kinase	-0.329	2.648
454_at	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	0.484	2.326
455_at	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	-0.373	3.499
457_s_at	SUMO1	small ubiquitin-like modifier 1	-0.544	5.682
458_at	CCR6	C-C motif chemokine receptor 6	-0.724	2.192
460_at	PKNOX1	PBX/knotted 1 homeobox 1	-0.573	3.015
462_at	NFIB	nuclear factor I B	0.526	3.853
463_g_at	NFIB	nuclear factor I B	0.289	3.065
466_at	GTF2IP4///GTF2IP1///GTF2I	general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi	0.842	3.835
468_at	FGF13	fibroblast growth factor 13	-0.372	2.548
470_at	CGREF1	cell growth regulator with EF-hand domain 1	-0.404	1.968
471_f_at	TUBB3	tubulin beta 3 class III	0.433	2.87
472_at	STAT5B	signal transducer and activator of transcription 5B	-0.871	1.924
478_g_at	IRF5	interferon regulatory factor 5	-0.376	2.434
