ID	Gene.symbol	Gene.title	log2(fold change)(AR vs TX)	-log10(Pvalue)(AR vs TX)
41646_at	TAOK3	TAO kinase 3	-0.484	2.576
41648_at	CRAT	carnitine O-acetyltransferase	-0.604	4.585
41651_at	KIAA1033	KIAA1033	-0.999	7.292
41652_at	COL11A2	collagen type XI alpha 2 chain	0.358	2.427
41654_at	ADA	adenosine deaminase	0.506	4.455
41656_at	NMT2	N-myristoyltransferase 2	-0.584	4.084
41657_at	STK11	serine/threonine kinase 11	0.369	2.351
41658_at	CDC42EP2	CDC42 effector protein 2	0.355	2.611
41660_at	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	-0.371	3.049
41665_at	PCF11	PCF11 cleavage and polyadenylation factor subunit	0.547	2.035
41668_r_at	TGDS	TDP-glucose 4,6-dehydratase	1.794	4.177
41673_at	FGF12	fibroblast growth factor 12	0.448	1.751
41674_at	FGF12	fibroblast growth factor 12	0.338	3.335
41682_s_at	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	-0.846	7.219
41683_i_at	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	-1.681	6.791
41686_s_at	LOC102725213///LOC102724062///LOC101930363///LOC101928349///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC102724062///uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B	0.283	2.273
41690_at	ARID5B	AT-rich interaction domain 5B	-0.938	3.963
41695_at	ZBTB43	zinc finger and BTB domain containing 43	-0.482	3.207
41696_at	GGCT	gamma-glutamylcyclotransferase	-0.495	3.978
416_s_at	HOXC5	homeobox C5	0.49	3.353
41700_at	F2R	coagulation factor II thrombin receptor	-1.454	3.754
41703_r_at			-0.274	2.019
41705_at	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	-0.379	3.789
41706_at	C1QTNF3-AMACR///AMACR	C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase	-0.931	5.797
41709_at	PPFIBP2	PPFIA binding protein 2	-0.486	4.763
41712_at	AQR	aquarius intron-binding spliceosomal factor	-0.444	3.61
41713_at	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	-0.924	4.717
41718_g_at	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1	-0.327	2.578
41722_at	NNT	nicotinamide nucleotide transhydrogenase	-1.989	12.049
41724_at	BCAP31	B-cell receptor-associated protein 31	-0.657	3.168
41726_at	ECE1	endothelin converting enzyme 1	0.182	1.962
41728_at	MLEC	malectin	-0.306	2.347
41729_at	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	-0.337	3.566
41731_g_at	MYL3	myosin light chain 3	-0.4	3.486
41733_at	SMG1P5///BOLA2///SMG1P2	SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///bolA family member 2///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2	-0.886	2.586
41734_at	DENND3	DENN domain containing 3	1.016	3.561
41735_at	DENND3	DENN domain containing 3	0.484	2.725
41736_g_at	DENND3	DENN domain containing 3	0.336	2.186
41737_at	SRRM1	serine and arginine repetitive matrix 1	-1.091	7.397
41738_at	CALD1	caldesmon 1	-0.862	2.471
41739_s_at	CALD1	caldesmon 1	-1.073	5.158
41742_s_at	OPTN	optineurin	-0.822	5.318
41743_i_at	OPTN	optineurin	-1.381	8.194
41744_at	OPTN	optineurin	-0.433	3.479
41752_at	GHITM	growth hormone inducible transmembrane protein	-1.044	3.572
41754_at	LRPPRC	leucine rich pentatricopeptide repeat containing	-1.152	6.56
41755_at	COBLL1	cordon-bleu WH2 repeat protein like 1	-0.853	2.222
41758_at	TMEM184B	transmembrane protein 184B	-0.267	2.265
41760_at	COX7A2	cytochrome c oxidase subunit 7A2	-0.656	3.121
41761_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	-0.664	4.844
41763_g_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	-0.46	1.873
41764_at	APOC1	apolipoprotein C1	1.398	6.962
41770_at	MAOA	monoamine oxidase A	-1.367	7.194
41771_g_at	MAOA	monoamine oxidase A	-1.204	4.751
41772_at	MAOA	monoamine oxidase A	-2.25	8.882
41776_at	ATOX1	antioxidant 1 copper chaperone	-0.47	1.797
41779_at	RGS16	regulator of G-protein signaling 16	0.609	1.845
41780_at	PPFIA1	PTPRF interacting protein alpha 1	-0.75	5.416
41782_g_at	PPFIA1	PTPRF interacting protein alpha 1	0.583	3.137
41784_at	PNISR	PNN interacting serine and arginine rich protein	-0.562	2.412
41786_at	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog	0.537	5.518
41788_i_at	TSC22D2	TSC22 domain family member 2	-1.045	3.334
41790_at	ALDH5A1	aldehyde dehydrogenase 5 family member A1	-1.615	9.336
41793_at	ABCC8	ATP binding cassette subfamily C member 8	0.467	3.95
417_at	PRKCE	protein kinase C epsilon	0.948	1.85
41800_s_at	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	-0.549	3.562
41805_g_at	C11orf80	chromosome 11 open reading frame 80	0.302	2.105
41808_at	DMTF1	cyclin D binding myb like transcription factor 1	-0.423	2.09
41809_at	TMEM243	transmembrane protein 243	-0.772	5.102
41812_s_at	NUP210	nucleoporin 210	0.277	1.705
41813_at	NUP210	nucleoporin 210	0.264	1.798
41814_at	FUCA1	fucosidase, alpha-L- 1, tissue	-0.98	6.029
41815_at	SYNE2	spectrin repeat containing nuclear envelope protein 2	-1.056	4.122
41819_at	FYB	FYN binding protein	1.098	2.267
41823_at	STAU1	staufen double-stranded RNA binding protein 1	-0.603	2.364
41824_at	UTP18	UTP18, small subunit processome component	0.365	2.571
41825_at	PINK1-AS	PINK1 antisense RNA	0.511	5.364
41828_at	MBD1	methyl-CpG binding domain protein 1	0.633	1.992
41829_at	LARP1	La ribonucleoprotein domain family member 1	0.398	3.974
41834_g_at	JTB	jumping translocation breakpoint	-0.454	3.335
41837_at	C14orf132	chromosome 14 open reading frame 132	0.24	1.879
41841_at	BRD3	bromodomain containing 3	-0.365	2.95
41844_at	YIPF4	Yip1 domain family member 4	0.167	1.748
41848_f_at	IL24	interleukin 24	0.775	2.13
41851_at	CCDC85B	coiled-coil domain containing 85B	0.378	1.857
41852_at	RLF	rearranged L-myc fusion	0.376	2.166
41853_at	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	-1.139	6.713
41855_at	HAT1	histone acetyltransferase 1	-0.591	2.151
41856_at	UNC5B	unc-5 netrin receptor B	0.516	5.626
41861_at	NOC2L	NOC2 like nucleolar associated transcriptional repressor	0.656	3.647
41863_at	RALYL	RALY RNA binding protein-like	-0.487	3.534
41864_at	STX2	syntaxin 2	0.329	4.058
41865_at	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	0.54	3.312
41867_at	CREB3L1	cAMP responsive element binding protein 3 like 1	0.526	5.186
41868_at	GGT2///GGTLC1///GGTLC2///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1	-1.348	4.323
41871_at	PDPN	podoplanin	0.5	4.117
41872_at	DFNA5	DFNA5, deafness associated tumor suppressor	-0.711	4.17
418_at	MKI67	marker of proliferation Ki-67	0.792	4.21
419_at	MKI67	marker of proliferation Ki-67	0.488	3.368
420_at	MC2R	melanocortin 2 receptor	0.229	1.947
423_at	EWSR1	EWS RNA binding protein 1	0.625	5.458
424_s_at	FGFR1	fibroblast growth factor receptor 1	0.297	2.293
427_f_at	IFNA10	interferon alpha 10	0.39	3.068
429_f_at	TUBB4A	tubulin beta 4A class IVa	-0.585	3.728
430_at	PNP	purine nucleoside phosphorylase	-1.377	6.624
431_at	CXCL10	C-X-C motif chemokine ligand 10	0.912	2.232
433_at	TRAC///TRAJ17///TRAV20///TRDV2	T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2	0.28	2.076
435_g_at	H1F0	H1 histone family member 0	0.67	2.314
438_at	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	0.454	2.856
441_s_at	LIF	leukemia inhibitory factor	0.388	3.895
445_at	NKX3-1	NK3 homeobox 1	0.447	3.081
450_g_at	CGRRF1	cell growth regulator with ring finger domain 1	-0.565	3.53
451_at	ALK	anaplastic lymphoma receptor tyrosine kinase	0.362	3.521
454_at	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	-1.283	9.384
455_at	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0.442	5.094
457_s_at	SUMO1	small ubiquitin-like modifier 1	0.234	2.169
462_at	NFIB	nuclear factor I B	-0.572	4.989
463_g_at	NFIB	nuclear factor I B	-0.411	5.677
465_at	KAT5	lysine acetyltransferase 5	-0.301	2.562
466_at	GTF2IP4///GTF2IP1///GTF2I	general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi	-1.176	6.817
467_at	OSTF1	osteoclast stimulating factor 1	0.242	1.977
468_at	FGF13	fibroblast growth factor 13	0.363	2.846
469_at	EFNB3	ephrin B3	0.405	2.85
471_f_at	TUBB3	tubulin beta 3 class III	-0.493	3.985
477_at	IRF5	interferon regulatory factor 5	0.258	2.622
478_g_at	IRF5	interferon regulatory factor 5	0.4	3.091
479_at	LOC101926921///DAB2	uncharacterized LOC101926921///DAB2, clathrin adaptor protein	-1.703	5.86
480_at	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	0.353	3.524
482_at	CDH13	cadherin 13	0.583	2.115
483_g_at	CDH13	cadherin 13	-0.528	2.471
485_at	DHH	desert hedgehog	0.362	2.574
489_at	MUTYH	mutY DNA glycosylase	0.233	3.042
490_g_at	MUTYH	mutY DNA glycosylase	0.209	1.967
491_at	PTPRG	protein tyrosine phosphatase, receptor type G	-0.639	5.81
492_g_at	PTPRG	protein tyrosine phosphatase, receptor type G	-0.799	5.043
494_at	IL13	interleukin 13	0.473	7.077
495_at	IL15RA	interleukin 15 receptor subunit alpha	0.567	3.897
496_s_at	IL11RA	interleukin 11 receptor subunit alpha	0.439	4.699
498_at	TAX1BP1	Tax1 binding protein 1	0.409	2.275
499_at	MAD1L1	MAD1 mitotic arrest deficient like 1	0.341	2.506
500_at	CYP2J2	cytochrome P450 family 2 subfamily J member 2	0.628	5.041
501_g_at	CYP2J2	cytochrome P450 family 2 subfamily J member 2	0.255	2.194
502_s_at	HOXA1	homeobox A1	0.521	3.126
509_at	SMAD4	SMAD family member 4	-1.19	6.651
512_at	NR1H3	nuclear receptor subfamily 1 group H member 3	-0.339	2.3
513_at	MAP2K5	mitogen-activated protein kinase kinase 5	0.291	2.513
514_at	CBLB	Cbl proto-oncogene B	0.69	5.79
515_s_at	CBLB	Cbl proto-oncogene B	0.75	3.979
517_at	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1	0.674	1.714
521_at	MT4	metallothionein 4	0.318	3.001
524_at	PMS1	PMS1 homolog 1, mismatch repair system component	-0.267	1.826
527_at	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A	0.607	1.923
528_at	HSPB3	heat shock protein family B (small) member 3	0.502	2.132
530_at	TONSL	tonsoku-like, DNA repair protein	0.315	2.272
532_at	PTH1R	parathyroid hormone 1 receptor	-1.965	6.785
533_g_at	PTH1R	parathyroid hormone 1 receptor	-1.071	3.583
534_s_at	FOLR1	folate receptor 1	-0.703	4.795
535_s_at	NFKB2	nuclear factor kappa B subunit 2	0.355	2.761
539_at	RYK	receptor-like tyrosine kinase	-0.446	4.229
540_at	HSPB2-C11orf52///C11orf52///HSPB2	HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2	0.471	4.356
547_s_at	NR4A2	nuclear receptor subfamily 4 group A member 2	0.73	3.934
548_s_at	SYK	spleen associated tyrosine kinase	0.636	3.118
549_at	RARS	arginyl-tRNA synthetase	-0.461	2.28
551_at	EP300	E1A binding protein p300	0.382	1.697
552_at	ARHGAP1	Rho GTPase activating protein 1	0.217	1.995
555_at	RAB40B	RAB40B, member RAS oncogene family	-1.336	5.251
556_s_at	GSTM4///GSTM2///GSTM1	glutathione S-transferase mu 4///glutathione S-transferase mu 2 (muscle)///glutathione S-transferase mu 1	0.308	1.724
557_s_at	SSTR3	somatostatin receptor 3	0.464	4.228
558_at	KRT1	keratin 1	0.28	2.345
559_s_at	TLX1	T-cell leukemia homeobox 1	0.557	2.962
560_s_at	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	0.378	2.325
564_at	GNA11	G protein subunit alpha 11	-0.586	7.033
567_s_at	PML	promyelocytic leukemia	0.358	1.935
570_at	RELB	RELB proto-oncogene, NF-kB subunit	0.426	3.062
572_at	TTK	TTK protein kinase	0.432	4.668
573_at	IGFALS	insulin like growth factor binding protein acid labile subunit	0.281	2.734
574_s_at	CASP1	caspase 1	0.928	5.07
575_s_at	EPCAM	epithelial cell adhesion molecule	-1.412	5.29
577_at	MDK	midkine (neurite growth-promoting factor 2)	0.599	4.49
586_s_at	CYP17A1	cytochrome P450 family 17 subfamily A member 1	-0.707	3.55
587_at	S1PR1	sphingosine-1-phosphate receptor 1	0.407	3.451
591_s_at	PTPN1	protein tyrosine phosphatase, non-receptor type 1	0.622	4.389
593_s_at	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	0.57	4.661
595_at	TNFAIP3	TNF alpha induced protein 3	1.204	2.583
596_s_at	CSF3R	colony stimulating factor 3 receptor	0.778	1.749
597_at	KITLG	KIT ligand	0.28	2.238
598_at	COL2A1	collagen type II alpha 1 chain	0.512	7.597
599_at	HLX	H2.0 like homeobox	0.58	4.522
600_at	RAB5A	RAB5A, member RAS oncogene family	-0.64	3.811
601_s_at	KRT16	keratin 16	0.428	3.057
602_s_at	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	0.724	2.332
604_at	BRCA1	BRCA1, DNA repair associated	0.679	5.648
605_at	VAT1	vesicle amine transport 1	-0.283	3.043
606_at	RND2	Rho family GTPase 2	0.228	1.705
607_s_at	VWF	von Willebrand factor	0.689	3.407
608_at	APOE	apolipoprotein E	-1.07	2.905
611_at	GIP	gastric inhibitory polypeptide	0.44	2.907
612_s_at	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	-0.272	2.243
617_at	ACPP	acid phosphatase, prostate	-0.528	2.335
619_s_at	MS4A1	membrane spanning 4-domains A1	0.554	4.105
620_at	RAB3A	RAB3A, member RAS oncogene family	0.305	3.205
621_at	SPHAR///RAB4A	S-phase response (cyclin related)///RAB4A, member RAS oncogene family	-0.395	3.298
623_s_at	RAB2A	RAB2A, member RAS oncogene family	-1.237	5.794
629_at	IL9R	interleukin 9 receptor	0.33	3.303
630_at	DCTD	dCMP deaminase	-0.897	5.302
631_g_at	DCTD	dCMP deaminase	-0.695	3.54
632_at	GSK3A	glycogen synthase kinase 3 alpha	0.672	3.956
635_s_at	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta	0.503	3.837
637_at			0.846	5.791
639_s_at	TCEB3	transcription elongation factor B subunit 3	0.267	2.613
640_at	RNF185-AS1	RNF185 antisense RNA 1	0.384	3.037
643_at	NR0B2	nuclear receptor subfamily 0 group B member 2	0.646	5.665
646_s_at	CLK2	CDC like kinase 2	0.439	3.574
648_at	AVPR1B	arginine vasopressin receptor 1B	0.407	4.575
649_s_at	CXCR4	C-X-C motif chemokine receptor 4	2.12	6.555
651_at	RPA3	replication protein A3	-0.521	4.576
652_g_at	RPA3	replication protein A3	-1.116	5.338
653_at	RFC5	replication factor C subunit 5	0.422	1.881
654_at	MXI1	MAX interactor 1, dimerization protein	-0.614	6.828
655_at	GNRHR	gonadotropin releasing hormone receptor	0.661	1.776
656_at	INPP1	inositol polyphosphate-1-phosphatase	0.376	2.024
657_at	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3	0.56	8.876
659_g_at	THBS2	thrombospondin 2	0.577	3.687
660_at	CYP24A1	cytochrome P450 family 24 subfamily A member 1	-0.892	2.38
662_at	DHX9	DEAH-box helicase 9	-0.943	5.183
663_at	EIF1AX	eukaryotic translation initiation factor 1A, X-linked	-1.402	8.824
665_at	NEK4	NIMA related kinase 4	-1.562	7.329
668_s_at	MMP7	matrix metallopeptidase 7	1.019	1.997
669_s_at	IRF1	interferon regulatory factor 1	0.83	4.208
672_at	SERPINE1	serpin family E member 1	0.359	3.295
673_at	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	-0.546	4.045
674_g_at	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	-0.852	5.29
675_at	IFITM1	interferon induced transmembrane protein 1	1.131	4.607
676_g_at	IFITM2///IFITM3///IFITM1	interferon induced transmembrane protein 2///interferon induced transmembrane protein 3///interferon induced transmembrane protein 1	0.657	2.743
677_s_at	ACP5	acid phosphatase 5, tartrate resistant	-0.485	3.454
678_at	ALPPL2	alkaline phosphatase, placental like 2	0.316	2.302
679_at	CTSG	cathepsin G	0.421	4.884
680_s_at	RBP3	retinol binding protein 3	0.403	2.803
694_at	MUC5B	mucin 5B, oligomeric mucus/gel-forming	0.557	2.79
695_at	TNC	tenascin C	0.341	2.308
696_at	HOXD8	homeobox D8	-1.087	6.527
697_f_at	CGB1///LHB	chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide	0.698	9.439
699_s_at			0.749	5.332
701_s_at	INSL3	insulin like 3	0.399	5.236
702_f_at	MSX2P1	msh homeobox 2 pseudogene 1	0.379	2.759
705_at	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	0.455	4.565
706_at	NR3C1	nuclear receptor subfamily 3 group C member 1	0.681	4.486
707_s_at	LOC100508689	mucin	0.375	2.762
709_at	TUBB	tubulin beta class I	0.333	1.993
710_at	P4HB	prolyl 4-hydroxylase subunit beta	0.326	1.748
712_s_at	MIR6778///SHMT1	microRNA 6778///serine hydroxymethyltransferase 1	-1.244	7.116
715_s_at	LOC102724197///LOC100132705///GGT2///GGTLC1///GGTLC2///GGT3P///GGT1	inactive gamma-glutamyltranspeptidase 2-like///immunoglobulin superfamily member 3-like///gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1	-1.722	7.603
718_at	HTRA1	HtrA serine peptidase 1	-0.761	6.569
719_g_at	HTRA1	HtrA serine peptidase 1	-0.976	6.446
720_at	HSF4	heat shock transcription factor 4	0.203	1.811
721_g_at	HSF4	heat shock transcription factor 4	0.376	1.985
722_at	CNOT9	CCR4-NOT transcription complex subunit 9	0.388	3.145
723_s_at	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	-0.657	2.87
724_at	GRK3	G protein-coupled receptor kinase 3	0.551	5.198
726_f_at	CSHL1	chorionic somatomammotropin hormone like 1	0.485	4.652
727_at	WDR13	WD repeat domain 13	0.454	3.838
729_i_at			0.924	5.689
730_r_at	MUC3A	mucin 3A, cell surface associated	0.513	3.645
731_f_at	MUC3A	mucin 3A, cell surface associated	0.55	2.683
732_f_at	MUC3A	mucin 3A, cell surface associated	0.466	2.419
734_at	MUC4	mucin 4, cell surface associated	0.523	2.819
736_f_at	POM121L1P	POM121 transmembrane nucleoporin like 1, pseudogene	0.265	3.321
738_at	NT5C2	5'-nucleotidase, cytosolic II	-0.835	5.358
739_at	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1	0.364	2.034
740_at	HTR3A	5-hydroxytryptamine receptor 3A	0.379	3.497
742_at	HABP2	hyaluronan binding protein 2	0.314	2.264
746_at	PDE3B	phosphodiesterase 3B	0.444	2.249
747_at	TTYH2	tweety family member 2	0.369	2.201
754_s_at	BCR	BCR, RhoGEF and GTPase activating protein	0.304	3.464
755_at	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	-0.818	5.976
758_at	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	0.377	4.262
759_at	PTGIS	prostaglandin I2 (prostacyclin) synthase	0.532	3.884
760_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	0.423	6.286
761_g_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	0.338	1.761
763_at	GMFB	glia maturation factor beta	-0.405	2.282
765_s_at	LGALS4	galectin 4	0.294	1.946
766_at	LGALS9	galectin 9	0.466	3.786
767_at	MYH11	myosin heavy chain 11	-0.985	4.75
770_at	GPX3	glutathione peroxidase 3	-2.022	5.565
771_s_at	CD7	CD7 molecule	0.303	2.298
774_g_at	MYH11	myosin heavy chain 11	-0.543	3.958
777_at	GDI2	GDP dissociation inhibitor 2	-0.743	2.857
778_s_at	SSTR5	somatostatin receptor 5	0.307	2.134
780_at	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1	0.342	1.764
781_at	RABGGTB	Rab geranylgeranyltransferase beta subunit	-1.024	7.441
783_at	WWP1	WW domain containing E3 ubiquitin protein ligase 1	-1.208	7.46
784_g_at	WWP1	WW domain containing E3 ubiquitin protein ligase 1	-0.896	5.345
785_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2	0.911	3.014
789_at	EGR1	early growth response 1	0.426	3.028
790_at	NGF	nerve growth factor	0.544	3.023
793_at	PGF	placental growth factor	0.405	4.645
