ID	Gene.symbol	Gene.title	log2(fold change)(Stg2-Tumor vs Stg2-Normal)	-log10(Pvalue)(Stg2-Tumor vs Stg2-Normal)
212191_x_at	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13	0.612	2.18
212201_at	ANKLE2	ankyrin repeat and LEM domain containing 2	1.327	4
212203_x_at	IFITM3	interferon induced transmembrane protein 3	1.254	5.46
212204_at	TMEM87A	transmembrane protein 87A	1.102	5.805
212216_at	PREPL	prolyl endopeptidase-like	-0.867	4.011
212221_x_at	IDS	iduronate 2-sulfatase	0.873	3.837
212228_s_at	COQ9	coenzyme Q9	-0.779	2.374
212229_s_at	FBXO21	F-box protein 21	-1.184	5.686
212231_at	FBXO21	F-box protein 21	-1.354	5.007
212232_at	FNBP4	formin binding protein 4	0.824	4.408
212233_at	MAP1B	microtubule associated protein 1B	1.531	5.088
212234_at	ASXL1	additional sex combs like 1, transcriptional regulator	0.924	2.567
212250_at	MTDH	metadherin	1.418	4.477
212257_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	-0.929	2.395
212268_at	SERPINB1	serpin family B member 1	0.697	2.597
212271_at	MAPK1	mitogen-activated protein kinase 1	0.715	3.341
212277_at	MTMR4	myotubularin related protein 4	-0.706	3.051
212285_s_at	AGRN	agrin	0.902	3.011
212295_s_at	SLC7A1	solute carrier family 7 member 1	0.961	3.698
212297_at	ATP13A3	ATPase 13A3	1.048	3.821
212298_at	NRP1	neuropilin 1	0.977	2.522
212306_at	CLASP2	cytoplasmic linker associated protein 2	-0.821	3.281
212311_at	SEL1L3	SEL1L family member 3	1.374	3.597
212314_at	SEL1L3	SEL1L family member 3	2.144	6.906
212318_at	TNPO3	transportin 3	-0.748	3.451
212319_at	SGSM2	small G protein signaling modulator 2	-0.845	4.27
212320_at	TUBB	tubulin beta class I	0.903	3.864
212329_at	SCAP	SREBF chaperone	-0.938	5.35
212336_at	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.921	3.393
212339_at	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.842	3.02
212350_at	TBC1D1	TBC1 domain family member 1	-1.114	6.61
212353_at	SULF1	sulfatase 1	1.62	3.079
212371_at	DESI2	desumoylating isopeptidase 2	0.645	4.655
212372_at	MYH10	myosin, heavy chain 10, non-muscle	-0.976	3.831
212374_at	FEM1B	fem-1 homolog B	1.4	2.036
212376_s_at	EP400	E1A binding protein p400	1.994	5.108
212377_s_at	NOTCH2	notch 2	0.613	3.759
212382_at	TCF4	transcription factor 4	1.205	2.716
212383_at	ATP6V0A1	ATPase H+ transporting V0 subunit a1	-0.578	2.742
212385_at	TCF4	transcription factor 4	1.996	2.264
212386_at	TCF4	transcription factor 4	1.834	4.564
212387_at	TCF4	transcription factor 4	1.216	2.407
212396_s_at	EMC1	ER membrane protein complex subunit 1	2.593	3.583
212398_at	RDX	radixin	-0.786	2.442
212400_at	FAM102A	family with sequence similarity 102 member A	-1.075	2.907
212402_at	ZC3H13	zinc finger CCCH-type containing 13	0.532	2.206
212410_at	MICU2	mitochondrial calcium uptake 2	-1.318	5.136
212427_at	KIAA0368	KIAA0368	1.45	2.249
212430_at	RBM38	RNA binding motif protein 38	-0.746	2.325
212433_x_at	SNORA64///RPS2	small nucleolar RNA, H/ACA box 64///ribosomal protein S2	1.015	5.653
212438_at	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27	0.489	2.039
212439_at	IP6K1	inositol hexakisphosphate kinase 1	-1.075	4.686
212444_at	GPRC5A	G protein-coupled receptor class C group 5 member A	-1.738	2.477
212445_s_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-0.672	2.733
212448_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-1.821	5.288
212450_at	SECISBP2L	SECIS binding protein 2 like	-0.646	3.161
212456_at	CLUH	clustered mitochondria homolog	-0.963	4.89
212457_at	TFE3	transcription factor binding to IGHM enhancer 3	2.268	3.331
212459_x_at	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	-1.391	6.513
212464_s_at	FN1	fibronectin 1	3.608	7.933
212469_at	NIPBL	NIPBL, cohesin loading factor	1.42	3.026
212472_at	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	0.98	3.626
212473_s_at	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	1.489	4.232
212493_s_at	SETD2	SET domain containing 2	-1.131	3.795
212500_at	ADO	2-aminoethanethiol dioxygenase	-0.608	3.106
212501_at	CEBPB	CCAAT/enhancer binding protein beta	2.01	6.197
212503_s_at	DIP2C	disco interacting protein 2 homolog C	-0.769	2.43
212504_at	DIP2C	disco interacting protein 2 homolog C	-1.008	3.721
212510_at	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	-2.212	8.57
212512_s_at	CARM1	coactivator associated arginine methyltransferase 1	-0.733	2.623
212517_at	ATRN	attractin	-0.474	2.202
212529_at	LSM12	LSM12 homolog	1.89	3.564
212536_at	ATP11B	ATPase phospholipid transporting 11B (putative)	0.674	2.077
212552_at	HPCAL1	hippocalcin like 1	1.615	6.302
212558_at	SPRY1	sprouty RTK signaling antagonist 1	1.326	2.206
212561_at	DENND5A	DENN domain containing 5A	1.109	5.446
212566_at	MAP4	microtubule associated protein 4	-0.475	2.103
212568_s_at	DLAT	dihydrolipoamide S-acetyltransferase	-0.649	2.484
212576_at	MGRN1	mahogunin ring finger 1	0.985	4.325
212586_at	CAST	calpastatin	1.013	4.965
212587_s_at	PTPRC	protein tyrosine phosphatase, receptor type C	2.523	5.99
212588_at	PTPRC	protein tyrosine phosphatase, receptor type C	2.622	5.321
212591_at	ARID4B///RBM34	AT-rich interaction domain 4B///RNA binding motif protein 34	0.574	2.106
212597_s_at	HMGXB4	HMG-box containing 4	1.014	3.072
212598_at	WDFY3	WD repeat and FYVE domain containing 3	-0.676	2.3
212602_at	WDFY3	WD repeat and FYVE domain containing 3	-0.997	4.721
212604_at	MRPS31	mitochondrial ribosomal protein S31	-0.8	2.231
212605_s_at	NUDT3	nudix hydrolase 3	-1.079	3.875
212613_at	BTN3A2	butyrophilin subfamily 3 member A2	3.783	2.726
212621_at	NEMP1	nuclear envelope integral membrane protein 1	0.945	2.948
212627_s_at	EXOSC7	exosome component 7	-0.908	3.386
212629_s_at	PKN2	protein kinase N2	-1.525	3.1
212636_at	QKI	QKI, KH domain containing RNA binding	1.106	4.326
212639_x_at	TUBA1B	tubulin alpha 1b	1.449	6.929
212643_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	-0.663	2.099
212644_s_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	-0.885	2.852
212646_at	RFTN1	raftlin, lipid raft linker 1	1.245	4.17
212647_at	RRAS	related RAS viral (r-ras) oncogene homolog	2.029	2.733
212653_s_at	EHBP1	EH domain binding protein 1	0.703	2.811
212656_at	TSFM	Ts translation elongation factor, mitochondrial	-0.711	2.173
212658_at	LHFPL2	lipoma HMGIC fusion partner-like 2	0.976	3.568
212663_at	FKBP15	FK506 binding protein 15	0.428	2.368
212664_at	TUBB4A	tubulin beta 4A class IVa	-0.62	2.082
212667_at	SPARC	secreted protein acidic and cysteine rich	1.428	3.866
212669_at	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	-0.996	5.455
212671_s_at	LOC100509457///HLA-DQA2///HLA-DQA1	HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 2///major histocompatibility complex, class II, DQ alpha 1	3.086	5.785
212673_at	METAP1	methionyl aminopeptidase 1	-0.507	2.054
212674_s_at	DHX30	DEAH-box helicase 30	-0.419	2.117
212680_x_at	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	1.115	3.791
212681_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-0.961	2.453
212683_at	SLC25A44	solute carrier family 25 member 44	-1.061	5.374
212685_s_at	TBL2	transducin (beta)-like 2	0.685	2.809
212686_at	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	-1.917	6.038
212687_at	LIMS4///LIMS3///LIMS1	LIM zinc finger domain containing 4///LIM zinc finger domain containing 3///LIM zinc finger domain containing 1	1.177	4.928
212689_s_at	KDM3A	lysine demethylase 3A	1.493	5.561
212692_s_at	LRBA	LPS responsive beige-like anchor protein	-0.71	2.994
212694_s_at	PCCB	propionyl-CoA carboxylase beta subunit	-1.937	8.671
212699_at	SCAMP5	secretory carrier membrane protein 5	-0.773	4.239
212701_at	TLN2	talin 2	-1.572	5.381
212703_at	TLN2	talin 2	-1.17	3.365
212710_at	CAMSAP1	calmodulin regulated spectrin associated protein 1	0.728	2.115
212714_at	LARP4	La ribonucleoprotein domain family member 4	-0.659	2.102
212721_at	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	0.568	2.848
212722_s_at	JMJD6	arginine demethylase and lysine hydroxylase	0.808	2.019
212724_at	RND3	Rho family GTPase 3	1.677	6.729
212725_s_at	TUG1	taurine up-regulated 1 (non-protein coding)	0.358	2.348
212730_at	SYNM	synemin	1.21	3.973
212736_at	C16orf45	chromosome 16 open reading frame 45	-1.441	4.575
212737_at	GM2A	GM2 ganglioside activator	1.428	4.474
212746_s_at	CEP170P1///CEP170	centrosomal protein 170 pseudogene 1///centrosomal protein 170	2.624	4.855
212750_at	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	-2.534	3.131
212757_s_at	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	-1.001	5.148
212764_at	ZEB1	zinc finger E-box binding homeobox 1	1.082	2.153
212765_at	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	0.586	2.219
212767_at	MTG1	mitochondrial ribosome associated GTPase 1	-0.631	2.301
212771_at	FAM171A1	family with sequence similarity 171 member A1	-1.593	6.389
212775_at	OBSL1	obscurin like 1	-1.156	2.044
212788_x_at	FTL	ferritin light chain	-0.537	2.962
212792_at	DPY19L1	dpy-19 like 1	1.494	4.553
212796_s_at	TBC1D2B	TBC1 domain family member 2B	1.131	4.321
212799_at	STX6	syntaxin 6	0.484	2.228
212806_at	PRUNE2	prune homolog 2	1.196	2.595
212810_s_at	SLC1A4	solute carrier family 1 member 4	1.389	3.091
212814_at	AHCYL2	adenosylhomocysteinase like 2	-1.168	3.37
212815_at	ASCC3	activating signal cointegrator 1 complex subunit 3	0.968	3.26
212818_s_at	ASB1	ankyrin repeat and SOCS box containing 1	-0.465	2.032
212821_at	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	-1.707	3.569
212823_s_at	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	-1.415	3.136
212829_at	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	0.829	2.597
212830_at	MEGF9	multiple EGF like domains 9	-0.931	3.611
212838_at	DNMBP	dynamin binding protein	-0.823	3.062
212846_at	RRP1B	ribosomal RNA processing 1B	0.633	2.212
212847_at	FUBP1	far upstream element binding protein 1	0.575	2.19
212851_at	DCUN1D4	defective in cullin neddylation 1 domain containing 4	0.859	2.565
212856_at	GRAMD4	GRAM domain containing 4	1.477	2.858
212859_x_at	MT1E	metallothionein 1E	-2.709	5.533
212873_at	ARHGAP45	Rho GTPase activating protein 45	3.386	6.572
212875_s_at	C2CD2	C2 calcium dependent domain containing 2	1.355	4.856
212884_x_at	APOE	apolipoprotein E	-1.465	3.536
212897_at	CDK19	cyclin dependent kinase 19	1.827	3.745
212899_at	CDK19	cyclin dependent kinase 19	0.876	2.963
212902_at	SEC24A	SEC24 homolog A, COPII coat complex component	0.644	2.062
212906_at	GRAMD1B	GRAM domain containing 1B	-1.83	8.093
212908_at	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	-0.694	3.141
212911_at	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	-0.778	3.508
212915_at	PDZRN3	PDZ domain containing ring finger 3	-2.543	2.616
212917_x_at	RECQL	RecQ like helicase	1.227	4.127
212918_at	RECQL	RecQ like helicase	2.013	6.114
212919_at	DCP2	decapping mRNA 2	0.875	3.936
212922_s_at	SMYD2	SET and MYND domain containing 2	1.133	4.672
212928_at	TSPYL4	TSPY like 4	-0.843	3.543
212944_at	SLC5A3	solute carrier family 5 member 3	-1.142	2.286
212946_at	VWA8	von Willebrand factor A domain containing 8	-0.997	5.312
212951_at	ADGRF5	adhesion G protein-coupled receptor F5	-1.276	2.618
212952_at			-1.13	2.389
212956_at	TBC1D9	TBC1 domain family member 9	-0.55	2.258
212959_s_at	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	0.706	2.316
212967_x_at	NAP1L1	nucleosome assembly protein 1 like 1	0.692	3.833
212971_at	CARS	cysteinyl-tRNA synthetase	0.656	4.974
212977_at	ACKR3	atypical chemokine receptor 3	2.626	5.306
212982_at	ZDHHC17	zinc finger DHHC-type containing 17	0.653	2.788
212991_at	FBXO9	F-box protein 9	-0.902	2.892
212992_at	AHNAK2	AHNAK nucleoprotein 2	3.897	5.183
212993_at	NACC2	NACC family member 2	-0.867	2.475
212994_at	THOC2	THO complex 2	-0.445	2.202
212995_x_at	MZT2A///MZT2B///PHGDH	mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B///phosphoglycerate dehydrogenase	0.812	3.882
212996_s_at	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	1.387	2.849
212998_x_at	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1	2.749	4.732
213002_at	MARCKS	myristoylated alanine rich protein kinase C substrate	0.788	2.853
213010_at	PRKCDBP	protein kinase C delta binding protein	1.668	6.092
213011_s_at	TPI1	triosephosphate isomerase 1	0.674	3.795
213015_at	BBX	BBX, HMG-box containing	-0.567	2.301
213026_at	ATG12	autophagy related 12	0.83	2.842
213034_at	SIK3	SIK family kinase 3	-0.829	5.039
213037_x_at	STAU1	staufen double-stranded RNA binding protein 1	-0.653	3.468
213039_at	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	-0.758	3.856
213044_at	ROCK1	Rho associated coiled-coil containing protein kinase 1	0.669	2.897
213046_at	PABPN1	poly(A) binding protein nuclear 1	-0.778	3.145
213050_at	COBL	cordon-bleu WH2 repeat protein	-0.945	3.549
213052_at	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	-0.726	3.146
213061_s_at	NTAN1	N-terminal asparagine amidase	0.769	2.797
213063_at	ZC3H14	zinc finger CCCH-type containing 14	-0.585	3.142
213065_at	ZFC3H1	zinc finger C3H1-type containing	0.725	3.677
213067_at	MYH10	myosin, heavy chain 10, non-muscle	-0.932	2.325
213074_at	PHIP	pleckstrin homology domain interacting protein	1.211	5.978
213077_at	YTHDC2	YTH domain containing 2	0.635	2.587
213081_at	ZBTB22	zinc finger and BTB domain containing 22	-0.612	2.133
213085_s_at	WWC1	WW and C2 domain containing 1	-0.665	2.832
213086_s_at	CSNK1A1	casein kinase 1 alpha 1	0.68	2.849
213091_at	CRTC1	CREB regulated transcription coactivator 1	-1.496	2.815
213093_at	PRKCA	protein kinase C alpha	-1.407	4.161
213096_at	TMCC2	transmembrane and coiled-coil domain family 2	-0.722	2.354
213097_s_at	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	0.657	2.184
213100_at	UNC5B	unc-5 netrin receptor B	1.279	2.662
213101_s_at	ACTR3	ARP3 actin related protein 3 homolog	0.916	7.133
213102_at	ACTR3	ARP3 actin related protein 3 homolog	0.843	4.751
213103_at	STARD13	StAR related lipid transfer domain containing 13	1.062	2.346
213110_s_at	COL4A5	collagen type IV alpha 5 chain	-1.607	3.608
213113_s_at	SLC43A3	solute carrier family 43 member 3	2.074	4.371
213123_at	MFAP3	microfibrillar associated protein 3	0.978	4.17
213125_at	OLFML2B	olfactomedin like 2B	1.818	4.011
213129_s_at	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H	-1.112	3.781
213132_s_at	MCAT	malonyl-CoA-acyl carrier protein transacylase	-0.939	4.065
213133_s_at	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H	-0.806	2.872
213135_at	TIAM1	T-cell lymphoma invasion and metastasis 1	1.163	3.844
213138_at	ARID5A	AT-rich interaction domain 5A	2.168	5.126
213140_s_at	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	-0.694	2.766
213142_x_at	GSAP	gamma-secretase activating protein	1.137	5.832
213151_s_at	SEPT7	septin 7	0.697	3.746
213156_at	ZBTB20	zinc finger and BTB domain containing 20	-0.881	2.761
213160_at	DOCK2	dedicator of cytokinesis 2	3.41	4.782
213164_at	SLC5A3	solute carrier family 5 member 3	-1.224	2.395
213166_x_at	MIR4784///MZT2A///MZT2B	microRNA 4784///mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B	1.085	4.967
213168_at	SP3	Sp3 transcription factor	0.71	3.081
213169_at	SEMA5A	semaphorin 5A	-0.83	2.553
213181_s_at	MOCS1	molybdenum cofactor synthesis 1	-2.747	4.904
213182_x_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-2.356	4.7
213187_x_at	FTL	ferritin light chain	-0.843	3.064
213188_s_at	MINA	MYC induced nuclear antigen	-1.01	4.455
213189_at	MINA	MYC induced nuclear antigen	-1.652	5.275
213191_at	TICAM1	toll like receptor adaptor molecule 1	0.942	2.194
213193_x_at	TRBC1	T cell receptor beta constant 1	1.984	2.944
213195_at	LYRM9	LYR motif containing 9	-0.856	2.8
213198_at	ACVR1B	activin A receptor type 1B	-0.902	5.535
213207_s_at	GOSR2	golgi SNAP receptor complex member 2	-0.774	2.399
213213_at	DIDO1	death inducer-obliterator 1	0.586	2.515
213215_at	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit	-0.829	3.429
213217_at	ADCY2	adenylate cyclase 2	2.397	2.905
213221_s_at	SIK2	salt inducible kinase 2	-1.391	3.167
213228_at	PDE8B	phosphodiesterase 8B	-0.881	2.093
213229_at	DICER1	dicer 1, ribonuclease III	-0.745	2.192
213234_at	FAM234B	family with sequence similarity 234 member B	-0.733	2.547
213237_at	KNOP1	lysine rich nucleolar protein 1	1.624	2.825
213241_at	PLXNC1	plexin C1	1.09	2.321
213243_at	VPS13B	vacuolar protein sorting 13 homolog B	0.996	4.503
213244_at	SCAMP4	secretory carrier membrane protein 4	-1.06	3.265
213260_at	FOXC1	forkhead box C1	-1.234	3.574
213261_at	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	1.224	3.699
213262_at	SACS	sacsin molecular chaperone	1.726	4.221
213263_s_at	PCBP2	poly(rC) binding protein 2	-1.17	3.716
213264_at	PCBP2	poly(rC) binding protein 2	-1.272	4.614
213269_at	ZNF248	zinc finger protein 248	0.982	2.481
213273_at	TENM4	teneurin transmembrane protein 4	-2.114	2.03
213275_x_at	CTSB	cathepsin B	-1.494	4.524
213279_at	DHRS1	dehydrogenase/reductase 1	-1.032	4.677
213280_at	RAP1GAP2	RAP1 GTPase activating protein 2	-1.857	4.01
213285_at	TMEM30B	transmembrane protein 30B	-2.46	5.984
213288_at	MBOAT2	membrane bound O-acyltransferase domain containing 2	-0.909	4.226
213293_s_at	TRIM22	tripartite motif containing 22	1.593	5.001
213306_at	MPDZ	multiple PDZ domain crumbs cell polarity complex component	-0.931	3.716
213307_at	SHANK2	SH3 and multiple ankyrin repeat domains 2	-0.859	3.581
213309_at	PLCL2	phospholipase C like 2	-0.928	2.208
213317_at	CLIC5	chloride intracellular channel 5	-4.384	6.941
213322_at	OARD1	O-acyl-ADP-ribose deacylase 1	-0.73	2.103
213323_s_at	ZC3H7B	zinc finger CCCH-type containing 7B	-0.542	2.044
213332_at	PAPPA2	pappalysin 2	-1.377	4.982
213341_at	FEM1C	fem-1 homolog C	0.918	3.592
213348_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-1.684	6.266
213349_at	TMCC1	transmembrane and coiled-coil domain family 1	2.382	7.811
213351_s_at	TMCC1	transmembrane and coiled-coil domain family 1	2.27	3.88
213352_at	TMCC1	transmembrane and coiled-coil domain family 1	1.343	3.086
213355_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	-0.936	2.572
213358_at	MTCL1	microtubule crosslinking factor 1	1.938	5.858
213359_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	1.43	3.063
213361_at	TDRD7	tudor domain containing 7	0.705	2.569
213362_at	PTPRD	protein tyrosine phosphatase, receptor type D	-2.27	3.062
213366_x_at	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	-0.569	4.571
213369_at	CDHR1	cadherin related family member 1	2.805	2.19
213373_s_at	CASP8	caspase 8	0.994	2.817
213374_x_at	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	-1.642	5.145
213375_s_at	N4BP2L1	NEDD4 binding protein 2 like 1	1.201	4.357
213380_x_at	LOC102724562///MST1L///MST1P2///MST1	macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1	-1.848	4.99
213381_at	VSTM4	V-set and transmembrane domain containing 4	-2.142	2.029
213384_x_at	PLCB3	phospholipase C beta 3	1.538	2.509
213385_at	CHN2	chimerin 2	-1.157	2.75
213387_at	ATAD2B	ATPase family, AAA domain containing 2B	0.698	2.115
213388_at	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein	-0.962	3.538
213398_s_at	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	-1.018	4.292
213414_s_at	RPS19	ribosomal protein S19	1.226	5.296
213415_at	CLIC2	chloride intracellular channel 2	2.912	2.676
213416_at	ITGA4	integrin subunit alpha 4	2.222	3.758
213417_at	TBX2	T-box 2	-1.853	2.383
213418_at	HSPA6	heat shock protein family A (Hsp70) member 6	2.041	3.943
213438_at	NFASC	neurofascin	-2.299	2.864
213442_x_at	SPDEF	SAM pointed domain containing ETS transcription factor	-1.019	2.045
213444_at	ZNF862	zinc finger protein 862	-1.061	2.389
213454_at	APITD1-CORT///APITD1	APITD1-CORT readthrough///apoptosis-inducing, TAF9-like domain 1	-0.911	2.897
213455_at	FAM114A1	family with sequence similarity 114 member A1	0.863	5.718
